Trial,Cycles Per Pixel,Spatial Frequency,Temporal Frequency,Direction,Time
blank,0.0019335,0.0441942,5.65685,135,0.1286544
stationary,0.0019335,0.0441942,5.65685,135,1.1344826
moving,0.0019335,0.0441942,5.65685,135,2.1383647
blank,0.00773398,0.176777,1.41421,0,5.1964942
stationary,0.00773398,0.176777,1.41421,0,6.1977952
moving,0.00773398,0.176777,1.41421,0,7.2020204
blank,0.000683594,0.015625,16,90,10.3166855
stationary,0.000683594,0.015625,16,90,11.3179485
moving,0.000683594,0.015625,16,90,12.3228327
blank,0.00273438,0.0625,4,135,15.3985459
stationary,0.00273438,0.0625,4,135,16.3995653
moving,0.00273438,0.0625,4,135,17.4042345
blank,0.00773398,0.176777,1.41421,225,20.4669757
stationary,0.00773398,0.176777,1.41421,225,21.4680388
moving,0.00773398,0.176777,1.41421,225,22.4692699
blank,0.00386699,0.0883883,2.82843,0,25.5288682
stationary,0.00386699,0.0883883,2.82843,0,26.5300469
moving,0.00386699,0.0883883,2.82843,0,27.5331298
blank,0.00386699,0.0883883,2.82843,180,30.5883451
stationary,0.00386699,0.0883883,2.82843,180,31.5893549
moving,0.00386699,0.0883883,2.82843,180,32.5923682
blank,0.00773398,0.176777,1.41421,45,35.6511337
stationary,0.00773398,0.176777,1.41421,45,36.6521311
moving,0.00773398,0.176777,1.41421,45,37.6532055
blank,0.0019335,0.0441942,5.65685,0,40.7287529
stationary,0.0019335,0.0441942,5.65685,0,41.7297352
moving,0.0019335,0.0441942,5.65685,0,42.730892
blank,0.0109375,0.25,1,225,45.7913723
stationary,0.0109375,0.25,1,225,46.7928214
moving,0.0109375,0.25,1,225,47.7938906
blank,0.00273438,0.0625,4,90,50.8603943
stationary,0.00273438,0.0625,4,90,51.8613174
moving,0.00273438,0.0625,4,90,52.8630008
blank,0.00773398,0.176777,1.41421,315,55.9414291
stationary,0.00773398,0.176777,1.41421,315,56.9424791
moving,0.00773398,0.176777,1.41421,315,57.945607
blank,0.000683594,0.015625,16,270,61.0467088
stationary,0.000683594,0.015625,16,270,62.0477325
moving,0.000683594,0.015625,16,270,63.0494382
blank,0.0019335,0.0441942,5.65685,90,66.1255825
stationary,0.0019335,0.0441942,5.65685,90,67.1270669
moving,0.0019335,0.0441942,5.65685,90,68.1282558
blank,0.00086227,0.019709,12.6845,45,71.2442796
stationary,0.00086227,0.019709,12.6845,45,72.2452187
moving,0.00086227,0.019709,12.6845,45,73.2489176
blank,0.0019335,0.0441942,5.65685,45,76.3343837
stationary,0.0019335,0.0441942,5.65685,45,77.341934
moving,0.0019335,0.0441942,5.65685,45,78.3470081
blank,0.00086227,0.019709,12.6845,225,81.4525484
stationary,0.00086227,0.019709,12.6845,225,82.453721
moving,0.00086227,0.019709,12.6845,225,83.455132
blank,0.0109375,0.25,1,90,86.5133243
stationary,0.0109375,0.25,1,90,87.5143655
moving,0.0109375,0.25,1,90,88.5176168
blank,0.00386699,0.0883883,2.82843,270,91.574702
stationary,0.00386699,0.0883883,2.82843,270,92.5757655
moving,0.00386699,0.0883883,2.82843,270,93.5767898
blank,0.00546875,0.125,2,270,96.6292082
stationary,0.00546875,0.125,2,270,97.6303688
moving,0.00546875,0.125,2,270,98.6314123
blank,0.00108388,0.0247745,10.091,225,101.7251629
stationary,0.00108388,0.0247745,10.091,225,102.7262469
moving,0.00108388,0.0247745,10.091,225,103.7273215
blank,0.0019335,0.0441942,5.65685,270,106.8004041
stationary,0.0019335,0.0441942,5.65685,270,107.8012086
moving,0.0019335,0.0441942,5.65685,270,108.8024547
blank,0.00086227,0.019709,12.6845,0,111.900906
stationary,0.00086227,0.019709,12.6845,0,112.901979
moving,0.00086227,0.019709,12.6845,0,113.9031096
blank,0.000683594,0.015625,16,45,117.0378442
stationary,0.000683594,0.015625,16,45,118.0387546
moving,0.000683594,0.015625,16,45,119.0400958
blank,0.00108388,0.0247745,10.091,0,122.1357473
stationary,0.00108388,0.0247745,10.091,0,123.1365756
moving,0.00108388,0.0247745,10.091,0,124.137843
blank,0.0019335,0.0441942,5.65685,315,127.2126048
stationary,0.0019335,0.0441942,5.65685,315,128.2140477
moving,0.0019335,0.0441942,5.65685,315,129.2192173
blank,0.00273438,0.0625,4,0,132.2921371
stationary,0.00273438,0.0625,4,0,133.2931589
moving,0.00273438,0.0625,4,0,134.2944708
blank,0.00108388,0.0247745,10.091,180,137.3864083
stationary,0.00108388,0.0247745,10.091,180,138.3872486
moving,0.00108388,0.0247745,10.091,180,139.3907705
blank,0.00108388,0.0247745,10.091,135,142.4888328
stationary,0.00108388,0.0247745,10.091,135,143.4898178
moving,0.00108388,0.0247745,10.091,135,144.4917163
blank,0.00546875,0.125,2,45,147.5650956
stationary,0.00546875,0.125,2,45,148.5659853
moving,0.00546875,0.125,2,45,149.5692193
blank,0.0109375,0.25,1,45,152.6260254
stationary,0.0109375,0.25,1,45,153.6269672
moving,0.0109375,0.25,1,45,154.6281324
blank,0.000683594,0.015625,16,0,157.7475289
stationary,0.000683594,0.015625,16,0,158.7486255
moving,0.000683594,0.015625,16,0,159.7497887
blank,0.00108388,0.0247745,10.091,45,162.8498046
stationary,0.00108388,0.0247745,10.091,45,163.8508415
moving,0.00108388,0.0247745,10.091,45,164.8544936
blank,0.0109375,0.25,1,270,167.9070397
stationary,0.0109375,0.25,1,270,168.9081242
moving,0.0109375,0.25,1,270,169.9091143
blank,0.00386699,0.0883883,2.82843,45,172.9787233
stationary,0.00386699,0.0883883,2.82843,45,173.9796141
moving,0.00386699,0.0883883,2.82843,45,174.9832714
blank,0.00773398,0.176777,1.41421,180,178.0393278
stationary,0.00773398,0.176777,1.41421,180,179.0401911
moving,0.00773398,0.176777,1.41421,180,180.0418054
blank,0.00086227,0.019709,12.6845,135,183.1399299
stationary,0.00086227,0.019709,12.6845,135,184.141019
moving,0.00086227,0.019709,12.6845,135,185.1438263
blank,0.0109375,0.25,1,315,188.2046526
stationary,0.0109375,0.25,1,315,189.2057156
moving,0.0109375,0.25,1,315,190.2067168
blank,0.00273438,0.0625,4,180,193.270636
stationary,0.00273438,0.0625,4,180,194.2716491
moving,0.00273438,0.0625,4,180,195.2729693
blank,0.00546875,0.125,2,0,198.3334831
stationary,0.00546875,0.125,2,0,199.3345842
moving,0.00546875,0.125,2,0,200.3356754
blank,0.00136719,0.03125,8,45,203.4298201
stationary,0.00136719,0.03125,8,45,204.430987
moving,0.00136719,0.03125,8,45,205.4321204
blank,0.0019335,0.0441942,5.65685,225,208.5098579
stationary,0.0019335,0.0441942,5.65685,225,209.5104664
moving,0.0019335,0.0441942,5.65685,225,210.5138034
blank,0.00086227,0.019709,12.6845,90,213.6162651
stationary,0.00086227,0.019709,12.6845,90,214.6173685
moving,0.00086227,0.019709,12.6845,90,215.6206163
blank,0.00773398,0.176777,1.41421,135,218.6824285
stationary,0.00773398,0.176777,1.41421,135,219.6833959
moving,0.00773398,0.176777,1.41421,135,220.6846652
blank,0.00773398,0.176777,1.41421,90,223.7422975
stationary,0.00773398,0.176777,1.41421,90,224.7433024
moving,0.00773398,0.176777,1.41421,90,225.7443891
blank,0.00136719,0.03125,8,225,228.8282462
stationary,0.00136719,0.03125,8,225,229.8293227
moving,0.00136719,0.03125,8,225,230.8305087
blank,0.0019335,0.0441942,5.65685,180,233.9038533
stationary,0.0019335,0.0441942,5.65685,180,234.9050506
moving,0.0019335,0.0441942,5.65685,180,235.9061568
blank,0.00108388,0.0247745,10.091,315,238.9999149
stationary,0.00108388,0.0247745,10.091,315,240.000889
moving,0.00108388,0.0247745,10.091,315,241.0040152
blank,0.00546875,0.125,2,135,244.0660168
stationary,0.00546875,0.125,2,135,245.0670517
moving,0.00546875,0.125,2,135,246.0706325
blank,0.0109375,0.25,1,180,249.1224815
stationary,0.0109375,0.25,1,180,250.1235981
moving,0.0109375,0.25,1,180,251.1246875
blank,0.00136719,0.03125,8,90,254.2058073
stationary,0.00136719,0.03125,8,90,255.2068577
moving,0.00136719,0.03125,8,90,256.210552
blank,0.00773398,0.176777,1.41421,270,259.260311
stationary,0.00773398,0.176777,1.41421,270,260.261521
moving,0.00773398,0.176777,1.41421,270,261.2624856
blank,0.000683594,0.015625,16,315,264.3787649
stationary,0.000683594,0.015625,16,315,265.380082
moving,0.000683594,0.015625,16,315,266.3851563
blank,0.00386699,0.0883883,2.82843,135,269.4610242
stationary,0.00386699,0.0883883,2.82843,135,270.4631736
moving,0.00386699,0.0883883,2.82843,135,271.4644065
blank,0.00136719,0.03125,8,270,274.5381811
stationary,0.00136719,0.03125,8,270,275.5391619
moving,0.00136719,0.03125,8,270,276.5403051
blank,0.00136719,0.03125,8,180,279.6261017
stationary,0.00136719,0.03125,8,180,280.6342194
moving,0.00136719,0.03125,8,180,281.6354209
blank,0.000683594,0.015625,16,180,284.7499093
stationary,0.000683594,0.015625,16,180,285.7511467
moving,0.000683594,0.015625,16,180,286.7522189
blank,0.00273438,0.0625,4,270,289.819146
stationary,0.00273438,0.0625,4,270,290.8200916
moving,0.00273438,0.0625,4,270,291.8212514
blank,0.0109375,0.25,1,135,294.8805744
stationary,0.0109375,0.25,1,135,295.8815068
moving,0.0109375,0.25,1,135,296.882584
blank,0.00546875,0.125,2,225,299.9425989
stationary,0.00546875,0.125,2,225,300.9436843
moving,0.00546875,0.125,2,225,301.944806
blank,0.00273438,0.0625,4,315,305.017789
stationary,0.00273438,0.0625,4,315,306.0188924
moving,0.00273438,0.0625,4,315,307.0199972
blank,0.00136719,0.03125,8,315,310.1116858
stationary,0.00136719,0.03125,8,315,311.1125349
moving,0.00136719,0.03125,8,315,312.1149185
blank,0.000683594,0.015625,16,225,315.2430273
stationary,0.000683594,0.015625,16,225,316.2440518
moving,0.000683594,0.015625,16,225,317.2455144
blank,0.00136719,0.03125,8,135,320.3392128
stationary,0.00136719,0.03125,8,135,321.3403157
moving,0.00136719,0.03125,8,135,322.3413921
blank,0.00086227,0.019709,12.6845,315,325.4557498
stationary,0.00086227,0.019709,12.6845,315,326.4566728
moving,0.00086227,0.019709,12.6845,315,327.4579623
blank,0.00108388,0.0247745,10.091,90,330.5516981
stationary,0.00108388,0.0247745,10.091,90,331.5527005
moving,0.00108388,0.0247745,10.091,90,332.5538061
blank,0.00386699,0.0883883,2.82843,90,335.61688
stationary,0.00386699,0.0883883,2.82843,90,336.6177903
moving,0.00386699,0.0883883,2.82843,90,337.6190413
blank,0.00546875,0.125,2,180,340.6765441
stationary,0.00546875,0.125,2,180,341.677556
moving,0.00546875,0.125,2,180,342.6807996
blank,0.00086227,0.019709,12.6845,180,345.7802373
stationary,0.00086227,0.019709,12.6845,180,346.7816836
moving,0.00086227,0.019709,12.6845,180,347.7850208
blank,0.00086227,0.019709,12.6845,270,350.8767044
stationary,0.00086227,0.019709,12.6845,270,351.8776627
moving,0.00086227,0.019709,12.6845,270,352.8798424
blank,0.00386699,0.0883883,2.82843,225,355.9529799
stationary,0.00386699,0.0883883,2.82843,225,356.9538514
moving,0.00386699,0.0883883,2.82843,225,357.9549907
blank,0.000683594,0.015625,16,135,361.0715639
stationary,0.000683594,0.015625,16,135,362.0725933
moving,0.000683594,0.015625,16,135,363.0783856
blank,0.00546875,0.125,2,315,366.1547551
stationary,0.00546875,0.125,2,315,367.1557546
moving,0.00546875,0.125,2,315,368.1609979
blank,0.00273438,0.0625,4,225,371.236096
stationary,0.00273438,0.0625,4,225,372.2372871
moving,0.00273438,0.0625,4,225,373.2419149
blank,0.00136719,0.03125,8,0,376.3301824
stationary,0.00136719,0.03125,8,0,377.3309795
moving,0.00136719,0.03125,8,0,378.3341783
blank,0.0109375,0.25,1,0,381.3942805
stationary,0.0109375,0.25,1,0,382.4018537
moving,0.0109375,0.25,1,0,383.4029632
blank,0.00546875,0.125,2,90,386.4598303
stationary,0.00546875,0.125,2,90,387.4609439
moving,0.00546875,0.125,2,90,388.4619701
blank,0.00108388,0.0247745,10.091,270,391.5475125
stationary,0.00108388,0.0247745,10.091,270,392.5544666
moving,0.00108388,0.0247745,10.091,270,393.5556202
blank,0.00386699,0.0883883,2.82843,315,396.628783
stationary,0.00386699,0.0883883,2.82843,315,397.629686
moving,0.00386699,0.0883883,2.82843,315,398.6369218
blank,0.00273438,0.0625,4,45,401.7147122
stationary,0.00273438,0.0625,4,45,402.7157934
moving,0.00273438,0.0625,4,45,403.7189847
blank,0.0019335,0.0441942,5.65685,135,406.7960594
stationary,0.0019335,0.0441942,5.65685,135,407.7970784
moving,0.0019335,0.0441942,5.65685,135,408.8004334
blank,0.00773398,0.176777,1.41421,0,411.8625159
stationary,0.00773398,0.176777,1.41421,0,412.8640542
moving,0.00773398,0.176777,1.41421,0,413.867128
blank,0.000683594,0.015625,16,90,416.9790948
stationary,0.000683594,0.015625,16,90,417.9799929
moving,0.000683594,0.015625,16,90,418.9812834
blank,0.00273438,0.0625,4,135,422.0522239
stationary,0.00273438,0.0625,4,135,423.0531358
moving,0.00273438,0.0625,4,135,424.0541847
blank,0.00773398,0.176777,1.41421,225,427.1159458
stationary,0.00773398,0.176777,1.41421,225,428.1167408
moving,0.00773398,0.176777,1.41421,225,429.1179084
blank,0.00386699,0.0883883,2.82843,0,432.1851664
stationary,0.00386699,0.0883883,2.82843,0,433.1862132
moving,0.00386699,0.0883883,2.82843,0,434.1874036
blank,0.00386699,0.0883883,2.82843,180,437.2604388
stationary,0.00386699,0.0883883,2.82843,180,438.2614552
moving,0.00386699,0.0883883,2.82843,180,439.2625966
blank,0.00773398,0.176777,1.41421,45,442.3250425
stationary,0.00773398,0.176777,1.41421,45,443.3260751
moving,0.00773398,0.176777,1.41421,45,444.3271712
blank,0.0019335,0.0441942,5.65685,0,447.3997603
stationary,0.0019335,0.0441942,5.65685,0,448.4008601
moving,0.0019335,0.0441942,5.65685,0,449.4041475
blank,0.0109375,0.25,1,225,452.4654523
stationary,0.0109375,0.25,1,225,453.4668034
moving,0.0109375,0.25,1,225,454.4679819
blank,0.00273438,0.0625,4,90,457.5414285
stationary,0.00273438,0.0625,4,90,458.5423785
moving,0.00273438,0.0625,4,90,459.5434334
blank,0.00773398,0.176777,1.41421,315,462.6032767
stationary,0.00773398,0.176777,1.41421,315,463.6047085
moving,0.00773398,0.176777,1.41421,315,464.6080476
blank,0.000683594,0.015625,16,270,467.7133719
stationary,0.000683594,0.015625,16,270,468.7144765
moving,0.000683594,0.015625,16,270,469.7156383
blank,0.0019335,0.0441942,5.65685,90,472.79626
stationary,0.0019335,0.0441942,5.65685,90,473.7973415
moving,0.0019335,0.0441942,5.65685,90,474.8004019
blank,0.00086227,0.019709,12.6845,45,477.9155016
stationary,0.00086227,0.019709,12.6845,45,478.9163607
moving,0.00086227,0.019709,12.6845,45,479.9176608
blank,0.0019335,0.0441942,5.65685,45,483.0073766
stationary,0.0019335,0.0441942,5.65685,45,484.0083538
moving,0.0019335,0.0441942,5.65685,45,485.0095234
blank,0.00086227,0.019709,12.6845,225,488.1192113
stationary,0.00086227,0.019709,12.6845,225,489.1212348
moving,0.00086227,0.019709,12.6845,225,490.1223833
blank,0.0109375,0.25,1,90,493.1891656
stationary,0.0109375,0.25,1,90,494.190095
moving,0.0109375,0.25,1,90,495.1932942
blank,0.00386699,0.0883883,2.82843,270,498.2500202
stationary,0.00386699,0.0883883,2.82843,270,499.2508477
moving,0.00386699,0.0883883,2.82843,270,500.2520506
blank,0.00546875,0.125,2,270,503.3058331
stationary,0.00546875,0.125,2,270,504.3073775
moving,0.00546875,0.125,2,270,505.3084005
blank,0.00108388,0.0247745,10.091,225,508.4041983
stationary,0.00108388,0.0247745,10.091,225,509.4052335
moving,0.00108388,0.0247745,10.091,225,510.4068636
blank,0.0019335,0.0441942,5.65685,270,513.4801594
stationary,0.0019335,0.0441942,5.65685,270,514.481092
moving,0.0019335,0.0441942,5.65685,270,515.4822089
blank,0.00086227,0.019709,12.6845,0,518.586293
stationary,0.00086227,0.019709,12.6845,0,519.5871915
moving,0.00086227,0.019709,12.6845,0,520.5903868
blank,0.000683594,0.015625,16,45,523.7272785
stationary,0.000683594,0.015625,16,45,524.728157
moving,0.000683594,0.015625,16,45,525.7294965
blank,0.00108388,0.0247745,10.091,0,528.8297471
stationary,0.00108388,0.0247745,10.091,0,529.8306869
moving,0.00108388,0.0247745,10.091,0,530.8338133
blank,0.0019335,0.0441942,5.65685,315,533.9149279
stationary,0.0019335,0.0441942,5.65685,315,534.9159723
moving,0.0019335,0.0441942,5.65685,315,535.9171071
blank,0.00273438,0.0625,4,0,538.9909155
stationary,0.00273438,0.0625,4,0,539.9921502
moving,0.00273438,0.0625,4,0,540.9952894
blank,0.00108388,0.0247745,10.091,180,544.0890747
stationary,0.00108388,0.0247745,10.091,180,545.0899626
moving,0.00108388,0.0247745,10.091,180,546.0953495
blank,0.00108388,0.0247745,10.091,135,549.1917766
stationary,0.00108388,0.0247745,10.091,135,550.1927045
moving,0.00108388,0.0247745,10.091,135,551.1938799
blank,0.00546875,0.125,2,45,554.2671445
stationary,0.00546875,0.125,2,45,555.2682313
moving,0.00546875,0.125,2,45,556.2735099
blank,0.0109375,0.25,1,45,559.3319034
stationary,0.0109375,0.25,1,45,560.333337
moving,0.0109375,0.25,1,45,561.3344503
blank,0.000683594,0.015625,16,0,564.4522749
stationary,0.000683594,0.015625,16,0,565.4536782
moving,0.000683594,0.015625,16,0,566.4549788
blank,0.00108388,0.0247745,10.091,45,569.5589289
stationary,0.00108388,0.0247745,10.091,45,570.5599993
moving,0.00108388,0.0247745,10.091,45,571.5610981
blank,0.0109375,0.25,1,270,574.6219513
stationary,0.0109375,0.25,1,270,575.6230432
moving,0.0109375,0.25,1,270,576.6240503
blank,0.00386699,0.0883883,2.82843,45,579.6974884
stationary,0.00386699,0.0883883,2.82843,45,580.6985983
moving,0.00386699,0.0883883,2.82843,45,581.6997063
blank,0.00773398,0.176777,1.41421,180,584.7575413
stationary,0.00773398,0.176777,1.41421,180,585.7586041
moving,0.00773398,0.176777,1.41421,180,586.7597124
blank,0.00086227,0.019709,12.6845,135,589.8539696
stationary,0.00086227,0.019709,12.6845,135,590.8549912
moving,0.00086227,0.019709,12.6845,135,591.8561952
blank,0.0109375,0.25,1,315,594.9322413
stationary,0.0109375,0.25,1,315,595.9331712
moving,0.0109375,0.25,1,315,596.9380566
blank,0.00273438,0.0625,4,180,599.999193
stationary,0.00273438,0.0625,4,180,601.0005859
moving,0.00273438,0.0625,4,180,602.0018806
blank,0.00546875,0.125,2,0,605.0663506
stationary,0.00546875,0.125,2,0,606.0674919
moving,0.00546875,0.125,2,0,607.0686074
blank,0.00136719,0.03125,8,45,610.165023
stationary,0.00136719,0.03125,8,45,611.166143
moving,0.00136719,0.03125,8,45,612.1672576
blank,0.0019335,0.0441942,5.65685,225,615.2449268
stationary,0.0019335,0.0441942,5.65685,225,616.2480691
moving,0.0019335,0.0441942,5.65685,225,617.2513916
blank,0.00086227,0.019709,12.6845,90,620.3500872
stationary,0.00086227,0.019709,12.6845,90,621.3516151
moving,0.00086227,0.019709,12.6845,90,622.3546397
blank,0.00773398,0.176777,1.41421,135,625.4161642
stationary,0.00773398,0.176777,1.41421,135,626.417517
moving,0.00773398,0.176777,1.41421,135,627.4232723
blank,0.00773398,0.176777,1.41421,90,630.477276
stationary,0.00773398,0.176777,1.41421,90,631.4783686
moving,0.00773398,0.176777,1.41421,90,632.4822295
blank,0.00136719,0.03125,8,225,635.568537
stationary,0.00136719,0.03125,8,225,636.5694432
moving,0.00136719,0.03125,8,225,637.5707485
blank,0.0019335,0.0441942,5.65685,180,640.6456499
stationary,0.0019335,0.0441942,5.65685,180,641.6466102
moving,0.0019335,0.0441942,5.65685,180,642.6478886
blank,0.00108388,0.0247745,10.091,315,645.7455638
stationary,0.00108388,0.0247745,10.091,315,646.7464824
moving,0.00108388,0.0247745,10.091,315,647.7477501
blank,0.00546875,0.125,2,135,650.8135222
stationary,0.00546875,0.125,2,135,651.8146458
moving,0.00546875,0.125,2,135,652.8161252
blank,0.0109375,0.25,1,180,655.8711242
stationary,0.0109375,0.25,1,180,656.8721111
moving,0.0109375,0.25,1,180,657.8736293
blank,0.00136719,0.03125,8,90,660.9512472
stationary,0.00136719,0.03125,8,90,661.952357
moving,0.00136719,0.03125,8,90,662.9535004
blank,0.00773398,0.176777,1.41421,270,666.0108222
stationary,0.00773398,0.176777,1.41421,270,667.0119166
moving,0.00773398,0.176777,1.41421,270,668.0128297
blank,0.000683594,0.015625,16,315,671.1323494
stationary,0.000683594,0.015625,16,315,672.133373
moving,0.000683594,0.015625,16,315,673.1357482
blank,0.00386699,0.0883883,2.82843,135,676.2096166
stationary,0.00386699,0.0883883,2.82843,135,677.210779
moving,0.00386699,0.0883883,2.82843,135,678.2117858
blank,0.00136719,0.03125,8,270,681.2891318
stationary,0.00136719,0.03125,8,270,682.2915896
moving,0.00136719,0.03125,8,270,683.296868
blank,0.00136719,0.03125,8,180,686.3821514
stationary,0.00136719,0.03125,8,180,687.3835728
moving,0.00136719,0.03125,8,180,688.3847923
blank,0.000683594,0.015625,16,180,691.5089733
stationary,0.000683594,0.015625,16,180,692.5100582
moving,0.000683594,0.015625,16,180,693.5130219
blank,0.00273438,0.0625,4,270,696.5751553
stationary,0.00273438,0.0625,4,270,697.5761192
moving,0.00273438,0.0625,4,270,698.5796982
blank,0.0109375,0.25,1,135,701.6332415
stationary,0.0109375,0.25,1,135,702.6344018
moving,0.0109375,0.25,1,135,703.6354929
blank,0.00546875,0.125,2,225,706.6936105
stationary,0.00546875,0.125,2,225,707.6945177
moving,0.00546875,0.125,2,225,708.6978774
blank,0.00273438,0.0625,4,315,711.7742006
stationary,0.00273438,0.0625,4,315,712.7753044
moving,0.00273438,0.0625,4,315,713.7801379
blank,0.00136719,0.03125,8,315,716.8657936
stationary,0.00136719,0.03125,8,315,717.8666423
moving,0.00136719,0.03125,8,315,718.8684479
blank,0.000683594,0.015625,16,225,721.9932617
stationary,0.000683594,0.015625,16,225,722.9943424
moving,0.000683594,0.015625,16,225,723.9970885
blank,0.00136719,0.03125,8,135,727.0816952
stationary,0.00136719,0.03125,8,135,728.0826317
