Trial,Cycles Per Pixel,Spatial Frequency,Temporal Frequency,Direction,Time
blank,0.00273438,0.0625,4,0,2165.5378204
stationary,0.00273438,0.0625,4,0,2166.5387258
moving,0.00273438,0.0625,4,0,2167.5418807
blank,0.00108388,0.0247745,10.091,180,2170.6384696
stationary,0.00108388,0.0247745,10.091,180,2171.6395877
moving,0.00108388,0.0247745,10.091,180,2172.6407085
blank,0.00108388,0.0247745,10.091,135,2175.737991
stationary,0.00108388,0.0247745,10.091,135,2176.7388017
moving,0.00108388,0.0247745,10.091,135,2177.74015
blank,0.00546875,0.125,2,45,2180.8069133
stationary,0.00546875,0.125,2,45,2181.807986
moving,0.00546875,0.125,2,45,2182.8109893
blank,0.0109375,0.25,1,45,2185.8745322
stationary,0.0109375,0.25,1,45,2186.8754563
moving,0.0109375,0.25,1,45,2187.8792966
blank,0.000683594,0.015625,16,0,2190.9982201
stationary,0.000683594,0.015625,16,0,2192.005609
moving,0.000683594,0.015625,16,0,2193.0100234
blank,0.00108388,0.0247745,10.091,45,2196.1085808
stationary,0.00108388,0.0247745,10.091,45,2197.1096722
moving,0.00108388,0.0247745,10.091,45,2198.1111927
blank,0.0109375,0.25,1,270,2201.1635068
stationary,0.0109375,0.25,1,270,2202.1646456
moving,0.0109375,0.25,1,270,2203.1655772
blank,0.00386699,0.0883883,2.82843,45,2206.2289053
stationary,0.00386699,0.0883883,2.82843,45,2207.2297828
moving,0.00386699,0.0883883,2.82843,45,2208.2323679
blank,0.00773398,0.176777,1.41421,180,2211.2899355
stationary,0.00773398,0.176777,1.41421,180,2212.2907003
moving,0.00773398,0.176777,1.41421,180,2213.2949883
blank,0.00086227,0.019709,12.6845,135,2216.3937978
stationary,0.00086227,0.019709,12.6845,135,2217.394789
moving,0.00086227,0.019709,12.6845,135,2218.3991359
blank,0.0109375,0.25,1,315,2221.4616055
stationary,0.0109375,0.25,1,315,2222.4626676
moving,0.0109375,0.25,1,315,2223.4636789
blank,0.00273438,0.0625,4,180,2226.5242579
stationary,0.00273438,0.0625,4,180,2227.5256331
moving,0.00273438,0.0625,4,180,2228.5290751
blank,0.00546875,0.125,2,0,2231.5923304
stationary,0.00546875,0.125,2,0,2232.593401
moving,0.00546875,0.125,2,0,2233.5944849
blank,0.00136719,0.03125,8,45,2236.6788309
stationary,0.00136719,0.03125,8,45,2237.6796303
moving,0.00136719,0.03125,8,45,2238.6836594
blank,0.0019335,0.0441942,5.65685,225,2241.7566272
stationary,0.0019335,0.0441942,5.65685,225,2242.757548
moving,0.0019335,0.0441942,5.65685,225,2243.7606804
blank,0.00086227,0.019709,12.6845,90,2246.8581329
stationary,0.00086227,0.019709,12.6845,90,2247.8595666
moving,0.00086227,0.019709,12.6845,90,2248.8617617
blank,0.00773398,0.176777,1.41421,135,2251.9196739
stationary,0.00773398,0.176777,1.41421,135,2252.9206061
moving,0.00773398,0.176777,1.41421,135,2253.9217307
blank,0.00773398,0.176777,1.41421,90,2256.977777
stationary,0.00773398,0.176777,1.41421,90,2257.9787673
moving,0.00773398,0.176777,1.41421,90,2258.9800414
blank,0.00136719,0.03125,8,225,2262.0642685
stationary,0.00136719,0.03125,8,225,2263.0653582
moving,0.00136719,0.03125,8,225,2264.0665351
blank,0.0019335,0.0441942,5.65685,180,2267.1395927
stationary,0.0019335,0.0441942,5.65685,180,2268.1407845
moving,0.0019335,0.0441942,5.65685,180,2269.1420167
blank,0.00108388,0.0247745,10.091,315,2272.239972
stationary,0.00108388,0.0247745,10.091,315,2273.240971
moving,0.00108388,0.0247745,10.091,315,2274.2421302
blank,0.00546875,0.125,2,135,2277.3060435
stationary,0.00546875,0.125,2,135,2278.3069945
moving,0.00546875,0.125,2,135,2279.3096134
blank,0.0109375,0.25,1,180,2282.3632124
stationary,0.0109375,0.25,1,180,2283.3642224
moving,0.0109375,0.25,1,180,2284.3653516
blank,0.00136719,0.03125,8,90,2287.443056
stationary,0.00136719,0.03125,8,90,2288.4439541
moving,0.00136719,0.03125,8,90,2289.4452326
blank,0.00773398,0.176777,1.41421,270,2292.4951578
stationary,0.00773398,0.176777,1.41421,270,2293.4961178
moving,0.00773398,0.176777,1.41421,270,2294.5035832
blank,0.000683594,0.015625,16,315,2297.6242458
stationary,0.000683594,0.015625,16,315,2298.6250426
moving,0.000683594,0.015625,16,315,2299.6268048
blank,0.00386699,0.0883883,2.82843,135,2302.7040145
stationary,0.00386699,0.0883883,2.82843,135,2303.7048674
moving,0.00386699,0.0883883,2.82843,135,2304.7060586
blank,0.00136719,0.03125,8,270,2307.7793566
stationary,0.00136719,0.03125,8,270,2308.7803225
moving,0.00136719,0.03125,8,270,2309.7815635
blank,0.00136719,0.03125,8,180,2312.8581683
stationary,0.00136719,0.03125,8,180,2313.8588821
moving,0.00136719,0.03125,8,180,2314.8602398
blank,0.000683594,0.015625,16,180,2317.9745271
stationary,0.000683594,0.015625,16,180,2318.9753289
moving,0.000683594,0.015625,16,180,2319.9765282
blank,0.00273438,0.0625,4,270,2323.0349314
stationary,0.00273438,0.0625,4,270,2324.0363582
moving,0.00273438,0.0625,4,270,2325.0384875
blank,0.0109375,0.25,1,135,2328.0931284
stationary,0.0109375,0.25,1,135,2329.0941056
moving,0.0109375,0.25,1,135,2330.0952112
blank,0.00546875,0.125,2,225,2333.1524895
stationary,0.00546875,0.125,2,225,2334.1534425
moving,0.00546875,0.125,2,225,2335.1565683
blank,0.00273438,0.0625,4,315,2338.2304461
stationary,0.00273438,0.0625,4,315,2339.2313037
moving,0.00273438,0.0625,4,315,2340.2362118
blank,0.00136719,0.03125,8,315,2343.323768
stationary,0.00136719,0.03125,8,315,2344.3247971
moving,0.00136719,0.03125,8,315,2345.32598
blank,0.000683594,0.015625,16,225,2348.4498731
stationary,0.000683594,0.015625,16,225,2349.4573948
moving,0.000683594,0.015625,16,225,2350.4585641
blank,0.00136719,0.03125,8,135,2353.5429996
stationary,0.00136719,0.03125,8,135,2354.5437716
moving,0.00136719,0.03125,8,135,2355.5451051
blank,0.00086227,0.019709,12.6845,315,2358.6485886
stationary,0.00086227,0.019709,12.6845,315,2359.649534
moving,0.00086227,0.019709,12.6845,315,2360.6531195
blank,0.00108388,0.0247745,10.091,90,2363.7514818
stationary,0.00108388,0.0247745,10.091,90,2364.7525592
moving,0.00108388,0.0247745,10.091,90,2365.7536859
blank,0.00386699,0.0883883,2.82843,90,2368.817048
stationary,0.00386699,0.0883883,2.82843,90,2369.8178954
moving,0.00386699,0.0883883,2.82843,90,2370.8211315
blank,0.00546875,0.125,2,180,2373.8798299
stationary,0.00546875,0.125,2,180,2374.8807974
moving,0.00546875,0.125,2,180,2375.8820384
blank,0.00086227,0.019709,12.6845,180,2378.9788081
stationary,0.00086227,0.019709,12.6845,180,2379.9802041
moving,0.00086227,0.019709,12.6845,180,2380.9815023
blank,0.00086227,0.019709,12.6845,270,2384.0768429
stationary,0.00086227,0.019709,12.6845,270,2385.0776938
moving,0.00086227,0.019709,12.6845,270,2386.0789777
blank,0.00386699,0.0883883,2.82843,225,2389.1418461
stationary,0.00386699,0.0883883,2.82843,225,2390.1429048
moving,0.00386699,0.0883883,2.82843,225,2391.1481757
blank,0.000683594,0.015625,16,135,2394.2595501
stationary,0.000683594,0.015625,16,135,2395.2604753
moving,0.000683594,0.015625,16,135,2396.2617227
blank,0.00546875,0.125,2,315,2399.3383794
stationary,0.00546875,0.125,2,315,2400.3393836
moving,0.00546875,0.125,2,315,2401.3403998
blank,0.00273438,0.0625,4,225,2404.4148059
stationary,0.00273438,0.0625,4,225,2405.4157497
moving,0.00273438,0.0625,4,225,2406.417007
blank,0.00136719,0.03125,8,0,2409.501261
stationary,0.00136719,0.03125,8,0,2410.5022994
moving,0.00136719,0.03125,8,0,2411.5034939
blank,0.0109375,0.25,1,0,2414.559305
stationary,0.0109375,0.25,1,0,2415.5603191
moving,0.0109375,0.25,1,0,2416.5621819
blank,0.00546875,0.125,2,90,2419.6178114
stationary,0.00546875,0.125,2,90,2420.6188942
moving,0.00546875,0.125,2,90,2421.6199631
blank,0.00108388,0.0247745,10.091,270,2424.7006739
stationary,0.00108388,0.0247745,10.091,270,2425.7017876
moving,0.00108388,0.0247745,10.091,270,2426.7029861
blank,0.00386699,0.0883883,2.82843,315,2429.7774056
stationary,0.00386699,0.0883883,2.82843,315,2430.7785238
moving,0.00386699,0.0883883,2.82843,315,2431.7833593
blank,0.00273438,0.0625,4,45,2434.8546635
stationary,0.00273438,0.0625,4,45,2435.8556289
moving,0.00273438,0.0625,4,45,2436.8589137
blank,0.0019335,0.0441942,5.65685,135,2439.9342609
stationary,0.0019335,0.0441942,5.65685,135,2440.9354
moving,0.0019335,0.0441942,5.65685,135,2441.9368073
blank,0.00773398,0.176777,1.41421,0,2444.9974131
stationary,0.00773398,0.176777,1.41421,0,2445.9991249
moving,0.00773398,0.176777,1.41421,0,2447.0003599
blank,0.000683594,0.015625,16,90,2450.1099318
stationary,0.000683594,0.015625,16,90,2451.1110036
moving,0.000683594,0.015625,16,90,2452.1122139
blank,0.00273438,0.0625,4,135,2455.1870126
stationary,0.00273438,0.0625,4,135,2456.1881439
moving,0.00273438,0.0625,4,135,2457.189104
blank,0.00773398,0.176777,1.41421,225,2460.2441749
stationary,0.00773398,0.176777,1.41421,225,2461.2451038
moving,0.00773398,0.176777,1.41421,225,2462.2462728
blank,0.00386699,0.0883883,2.82843,0,2465.3127719
stationary,0.00386699,0.0883883,2.82843,0,2466.3200782
moving,0.00386699,0.0883883,2.82843,0,2467.3211922
blank,0.00386699,0.0883883,2.82843,180,2470.3791702
stationary,0.00386699,0.0883883,2.82843,180,2471.380243
moving,0.00386699,0.0883883,2.82843,180,2472.3837334
blank,0.00773398,0.176777,1.41421,45,2475.4432994
stationary,0.00773398,0.176777,1.41421,45,2476.4441083
moving,0.00773398,0.176777,1.41421,45,2477.4452898
blank,0.0019335,0.0441942,5.65685,0,2480.5218642
stationary,0.0019335,0.0441942,5.65685,0,2481.5228509
moving,0.0019335,0.0441942,5.65685,0,2482.5281202
blank,0.0109375,0.25,1,225,2485.5877226
stationary,0.0109375,0.25,1,225,2486.5886517
moving,0.0109375,0.25,1,225,2487.5897821
blank,0.00273438,0.0625,4,90,2490.6501934
stationary,0.00273438,0.0625,4,90,2491.6513313
moving,0.00273438,0.0625,4,90,2492.6523957
blank,0.00773398,0.176777,1.41421,315,2495.7123978
stationary,0.00773398,0.176777,1.41421,315,2496.7135445
moving,0.00773398,0.176777,1.41421,315,2497.7194051
blank,0.000683594,0.015625,16,270,2500.8177398
stationary,0.000683594,0.015625,16,270,2501.820983
moving,0.000683594,0.015625,16,270,2502.8230587
blank,0.0019335,0.0441942,5.65685,90,2505.9004308
stationary,0.0019335,0.0441942,5.65685,90,2506.9083031
moving,0.0019335,0.0441942,5.65685,90,2507.9094408
blank,0.00086227,0.019709,12.6845,45,2511.0256237
stationary,0.00086227,0.019709,12.6845,45,2512.0267629
moving,0.00086227,0.019709,12.6845,45,2513.0311058
blank,0.0019335,0.0441942,5.65685,45,2516.1142866
stationary,0.0019335,0.0441942,5.65685,45,2517.1151848
moving,0.0019335,0.0441942,5.65685,45,2518.1164652
blank,0.00086227,0.019709,12.6845,225,2521.2206754
stationary,0.00086227,0.019709,12.6845,225,2522.2217762
moving,0.00086227,0.019709,12.6845,225,2523.2228592
blank,0.0109375,0.25,1,90,2526.2850976
stationary,0.0109375,0.25,1,90,2527.2860288
moving,0.0109375,0.25,1,90,2528.2869594
blank,0.00386699,0.0883883,2.82843,270,2531.3405018
stationary,0.00386699,0.0883883,2.82843,270,2532.3415327
moving,0.00386699,0.0883883,2.82843,270,2533.34261
blank,0.00546875,0.125,2,270,2536.3951047
stationary,0.00546875,0.125,2,270,2537.3963322
moving,0.00546875,0.125,2,270,2538.3973827
blank,0.00108388,0.0247745,10.091,225,2541.4909682
stationary,0.00108388,0.0247745,10.091,225,2542.4919918
moving,0.00108388,0.0247745,10.091,225,2543.4934036
blank,0.0019335,0.0441942,5.65685,270,2546.5665168
stationary,0.0019335,0.0441942,5.65685,270,2547.5673388
moving,0.0019335,0.0441942,5.65685,270,2548.5705164
blank,0.00086227,0.019709,12.6845,0,2551.6760419
stationary,0.00086227,0.019709,12.6845,0,2552.6770825
moving,0.00086227,0.019709,12.6845,0,2553.6803338
blank,0.000683594,0.015625,16,45,2556.8195495
stationary,0.000683594,0.015625,16,45,2557.8205103
moving,0.000683594,0.015625,16,45,2558.8237914
blank,0.00108388,0.0247745,10.091,0,2561.9212471
stationary,0.00108388,0.0247745,10.091,0,2562.9239866
moving,0.00108388,0.0247745,10.091,0,2563.9274041
blank,0.0019335,0.0441942,5.65685,315,2567.0084015
stationary,0.0019335,0.0441942,5.65685,315,2568.0095278
moving,0.0019335,0.0441942,5.65685,315,2569.0106167
blank,0.00273438,0.0625,4,0,2572.0836587
stationary,0.00273438,0.0625,4,0,2573.0847499
moving,0.00273438,0.0625,4,0,2574.0858807
blank,0.00108388,0.0247745,10.091,180,2577.177209
stationary,0.00108388,0.0247745,10.091,180,2578.1780199
moving,0.00108388,0.0247745,10.091,180,2579.181346
blank,0.00108388,0.0247745,10.091,135,2582.2757074
stationary,0.00108388,0.0247745,10.091,135,2583.2768797
moving,0.00108388,0.0247745,10.091,135,2584.278011
blank,0.00546875,0.125,2,45,2587.3424025
stationary,0.00546875,0.125,2,45,2588.3434726
moving,0.00546875,0.125,2,45,2589.3464874
blank,0.0109375,0.25,1,45,2592.4074811
stationary,0.0109375,0.25,1,45,2593.4083149
moving,0.0109375,0.25,1,45,2594.4119779
blank,0.000683594,0.015625,16,0,2597.524298
stationary,0.000683594,0.015625,16,0,2598.5253629
moving,0.000683594,0.015625,16,0,2599.528405
blank,0.00108388,0.0247745,10.091,45,2602.6228126
stationary,0.00108388,0.0247745,10.091,45,2603.6238162
moving,0.00108388,0.0247745,10.091,45,2604.6250184
blank,0.0109375,0.25,1,270,2607.6773218
stationary,0.0109375,0.25,1,270,2608.6782899
moving,0.0109375,0.25,1,270,2609.6794191
blank,0.00386699,0.0883883,2.82843,45,2612.7429996
stationary,0.00386699,0.0883883,2.82843,45,2613.7437914
moving,0.00386699,0.0883883,2.82843,45,2614.7450025
blank,0.00773398,0.176777,1.41421,180,2617.8023752
stationary,0.00773398,0.176777,1.41421,180,2618.8031645
moving,0.00773398,0.176777,1.41421,180,2619.8044211
blank,0.00086227,0.019709,12.6845,135,2622.9013636
stationary,0.00086227,0.019709,12.6845,135,2623.9045339
moving,0.00086227,0.019709,12.6845,135,2624.9079606
blank,0.0109375,0.25,1,315,2627.9739331
stationary,0.0109375,0.25,1,315,2628.9750086
moving,0.0109375,0.25,1,315,2629.9760462
blank,0.00273438,0.0625,4,180,2633.0388148
stationary,0.00273438,0.0625,4,180,2634.0397299
moving,0.00273438,0.0625,4,180,2635.0410572
blank,0.00546875,0.125,2,0,2638.1006242
stationary,0.00546875,0.125,2,0,2639.101621
moving,0.00546875,0.125,2,0,2640.102895
blank,0.00136719,0.03125,8,45,2643.1892075
stationary,0.00136719,0.03125,8,45,2644.1902716
moving,0.00136719,0.03125,8,45,2645.1914563
blank,0.0019335,0.0441942,5.65685,225,2648.2691819
stationary,0.0019335,0.0441942,5.65685,225,2649.2703
moving,0.0019335,0.0441942,5.65685,225,2650.2715062
blank,0.00086227,0.019709,12.6845,90,2653.3662461
stationary,0.00086227,0.019709,12.6845,90,2654.3672689
moving,0.00086227,0.019709,12.6845,90,2655.3684753
blank,0.00773398,0.176777,1.41421,135,2658.4315219
stationary,0.00773398,0.176777,1.41421,135,2659.4392511
moving,0.00773398,0.176777,1.41421,135,2660.4402359
blank,0.00773398,0.176777,1.41421,90,2663.4953136
stationary,0.00773398,0.176777,1.41421,90,2664.4964423
moving,0.00773398,0.176777,1.41421,90,2665.4986227
blank,0.00136719,0.03125,8,225,2668.5822893
stationary,0.00136719,0.03125,8,225,2669.5832156
moving,0.00136719,0.03125,8,225,2670.5846617
blank,0.0019335,0.0441942,5.65685,180,2673.6576386
stationary,0.0019335,0.0441942,5.65685,180,2674.6587592
moving,0.0019335,0.0441942,5.65685,180,2675.6636868
blank,0.00108388,0.0247745,10.091,315,2678.7614818
stationary,0.00108388,0.0247745,10.091,315,2679.7621724
moving,0.00108388,0.0247745,10.091,315,2680.7634982
blank,0.00546875,0.125,2,135,2683.8250801
stationary,0.00546875,0.125,2,135,2684.8259958
moving,0.00546875,0.125,2,135,2685.8287536
blank,0.0109375,0.25,1,180,2688.8828451
stationary,0.0109375,0.25,1,180,2689.8836698
moving,0.0109375,0.25,1,180,2690.8849824
blank,0.00136719,0.03125,8,90,2693.9623665
stationary,0.00136719,0.03125,8,90,2694.9633626
moving,0.00136719,0.03125,8,90,2695.9646928
blank,0.00773398,0.176777,1.41421,270,2699.021698
stationary,0.00773398,0.176777,1.41421,270,2700.0225918
moving,0.00773398,0.176777,1.41421,270,2701.0238002
blank,0.000683594,0.015625,16,315,2704.1455905
stationary,0.000683594,0.015625,16,315,2705.1482683
moving,0.000683594,0.015625,16,315,2706.1503719
blank,0.00386699,0.0883883,2.82843,135,2709.2241068
stationary,0.00386699,0.0883883,2.82843,135,2710.2251609
moving,0.00386699,0.0883883,2.82843,135,2711.2262204
blank,0.00136719,0.03125,8,270,2714.299458
stationary,0.00136719,0.03125,8,270,2715.3004356
moving,0.00136719,0.03125,8,270,2716.3015834
blank,0.00136719,0.03125,8,180,2719.3881195
stationary,0.00136719,0.03125,8,180,2720.3893431
moving,0.00136719,0.03125,8,180,2721.3925635
blank,0.000683594,0.015625,16,180,2724.5086994
stationary,0.000683594,0.015625,16,180,2725.5096533
moving,0.000683594,0.015625,16,180,2726.5109892
blank,0.00273438,0.0625,4,270,2729.5743331
stationary,0.00273438,0.0625,4,270,2730.5752645
moving,0.00273438,0.0625,4,270,2731.5784135
blank,0.0109375,0.25,1,135,2734.6381032
stationary,0.0109375,0.25,1,135,2735.6391974
moving,0.0109375,0.25,1,135,2736.6402068
blank,0.00546875,0.125,2,225,2739.6976666
stationary,0.00546875,0.125,2,225,2740.698737
moving,0.00546875,0.125,2,225,2741.7016937
blank,0.00273438,0.0625,4,315,2744.7766649
stationary,0.00273438,0.0625,4,315,2745.7775308
moving,0.00273438,0.0625,4,315,2746.779053
blank,0.00136719,0.03125,8,315,2749.8659119
stationary,0.00136719,0.03125,8,315,2750.8668721
moving,0.00136719,0.03125,8,315,2751.8685986
blank,0.000683594,0.015625,16,225,2754.9946872
stationary,0.000683594,0.015625,16,225,2755.9955943
moving,0.000683594,0.015625,16,225,2757.0008207
blank,0.00136719,0.03125,8,135,2760.087551
stationary,0.00136719,0.03125,8,135,2761.0880452
moving,0.00136719,0.03125,8,135,2762.0891677
blank,0.00086227,0.019709,12.6845,315,2765.1933638
stationary,0.00086227,0.019709,12.6845,315,2766.1943395
moving,0.00086227,0.019709,12.6845,315,2767.1984449
blank,0.00108388,0.0247745,10.091,90,2770.2919951
stationary,0.00108388,0.0247745,10.091,90,2771.2929553
moving,0.00108388,0.0247745,10.091,90,2772.2962309
blank,0.00386699,0.0883883,2.82843,90,2775.3624038
stationary,0.00386699,0.0883883,2.82843,90,2776.3632331
moving,0.00386699,0.0883883,2.82843,90,2777.3664227
blank,0.00546875,0.125,2,180,2780.4188871
stationary,0.00546875,0.125,2,180,2781.4199823
moving,0.00546875,0.125,2,180,2782.423167
blank,0.00086227,0.019709,12.6845,180,2785.5388693
stationary,0.00086227,0.019709,12.6845,180,2786.5399166
moving,0.00086227,0.019709,12.6845,180,2787.545133
blank,0.00086227,0.019709,12.6845,270,2790.6431916
stationary,0.00086227,0.019709,12.6845,270,2791.6441022
moving,0.00086227,0.019709,12.6845,270,2792.645865
blank,0.00386699,0.0883883,2.82843,225,2795.7117351
stationary,0.00386699,0.0883883,2.82843,225,2796.7128511
moving,0.00386699,0.0883883,2.82843,225,2797.7139399
blank,0.000683594,0.015625,16,135,2800.8312604
stationary,0.000683594,0.015625,16,135,2801.8324035
moving,0.000683594,0.015625,16,135,2802.8337063
blank,0.00546875,0.125,2,315,2805.9046923
stationary,0.00546875,0.125,2,315,2806.9056346
moving,0.00546875,0.125,2,315,2807.9068053
blank,0.00273438,0.0625,4,225,2810.9843015
stationary,0.00273438,0.0625,4,225,2811.9852458
moving,0.00273438,0.0625,4,225,2812.9864722
blank,0.00136719,0.03125,8,0,2816.0927277
stationary,0.00136719,0.03125,8,0,2817.0938242
moving,0.00136719,0.03125,8,0,2818.0977266
blank,0.0109375,0.25,1,0,2821.15459
stationary,0.0109375,0.25,1,0,2822.1558455
moving,0.0109375,0.25,1,0,2823.1613245
blank,0.00546875,0.125,2,90,2826.2224807
stationary,0.00546875,0.125,2,90,2827.2235616
moving,0.00546875,0.125,2,90,2828.2248364
blank,0.00108388,0.0247745,10.091,270,2831.3265632
stationary,0.00108388,0.0247745,10.091,270,2832.3276153
moving,0.00108388,0.0247745,10.091,270,2833.3288238
blank,0.00386699,0.0883883,2.82843,315,2836.4017933
stationary,0.00386699,0.0883883,2.82843,315,2837.402809
moving,0.00386699,0.0883883,2.82843,315,2838.4042719
blank,0.00273438,0.0625,4,45,2841.4797505
stationary,0.00273438,0.0625,4,45,2842.4808316
moving,0.00273438,0.0625,4,45,2843.4840605
blank,0.0019335,0.0441942,5.65685,135,2846.5565535
stationary,0.0019335,0.0441942,5.65685,135,2847.5575412
moving,0.0019335,0.0441942,5.65685,135,2848.5586419
blank,0.00773398,0.176777,1.41421,0,2851.6188871
stationary,0.00773398,0.176777,1.41421,0,2852.6199419
moving,0.00773398,0.176777,1.41421,0,2853.6230865
blank,0.000683594,0.015625,16,90,2856.7477576
stationary,0.000683594,0.015625,16,90,2857.7548534
moving,0.000683594,0.015625,16,90,2858.7559749
blank,0.00273438,0.0625,4,135,2861.8286536
stationary,0.00273438,0.0625,4,135,2862.82983
moving,0.00273438,0.0625,4,135,2863.8310463
blank,0.00773398,0.176777,1.41421,225,2866.8918922
stationary,0.00773398,0.176777,1.41421,225,2867.8929783
moving,0.00773398,0.176777,1.41421,225,2868.8940678
blank,0.00386699,0.0883883,2.82843,0,2871.9572837
stationary,0.00386699,0.0883883,2.82843,0,2872.9584283
moving,0.00386699,0.0883883,2.82843,0,2873.9596112
blank,0.00386699,0.0883883,2.82843,180,2877.0219264
stationary,0.00386699,0.0883883,2.82843,180,2878.022846
moving,0.00386699,0.0883883,2.82843,180,2879.0241597
blank,0.00773398,0.176777,1.41421,45,2882.0838693
stationary,0.00773398,0.176777,1.41421,45,2883.085029
